CASE_NUMBER,CASE_STATUS,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_END_DATE,EMPLOYER_NAME,JOB_TITLE,SOC_NAME,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,AMENDED_PETITION,WAGE_RATE_OF_PAY_FROM,PREVAILING_WAGE,FULL_TIME_POSITION,PW_UNIT_OF_PAY,PW_SOURCE_YEAR,H1B_DEPENDENT,EMPLOYER_CITY,WORKSITE_CITY,WORKSITE_COUNTY,EMPLOYER_STATE,WORKSITE_STATE,EMPLOYER_LAT,EMPLOYER_LONG,WORKSITE_LAT,WORKSITE_LONG
371,CERTIFIED,27-09-2016,03-10-2016,H-1B,06-12-2019,E-BUSINESS INTERNATIONAL INC.,SYSTEM ARCHITECT,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,1,0,0,0,0,96000,94640,Y,Year,2016,Y,PRINCETON,CHARLOTTE,MECKLENBURG,NJ,NC,40.357439,-74.64922,35.054546,-80.81792
372,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,E-BUSINESS INTERNATIONAL INC.,SENIOR NETWORK SECURITY CONSULTANT,INFORMATION SECURITY ANALYSTS,1,0,0,0,0,0,1,91000,90542,Y,Year,2016,Y,PRINCETON,PLYMOUTH,HENNEPIN,NJ,MN,40.357439,-74.64922,45.046701,-93.42892
373,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,"AMERICAN TECHNOLOGY CONSULTING, LLC",BUSINESS ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,0,1,60000,55411,Y,Year,2016,Y,CLIVE,RIVERSIDE,RIVERSIDE,IA,CA,41.60787,-93.78093,33.752886,-116.055617
374,CERTIFIED,27-09-2016,03-10-2016,H-1B,04-02-2020,"QUALCOMM TECHNOLOGIES, INC.",SENIOR STAFF HARDWARE ENGINEER/MANAGER,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",1,0,0,1,0,0,0,135400,129979,Y,Year,2016,Y,SAN DIEGO,SAN DIEGO,SAN DIEGO,CA,CA,32.899996,-117.20722,32.899996,-117.20722
375,CERTIFIED,27-09-2016,03-10-2016,H-1B,01-02-2020,"QUALCOMM ATHEROS, INC.",SENIOR STAFF SOFTWARE ENGINEER,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",1,0,0,1,0,0,0,143170,143170,Y,Year,2016,Y,SAN JOSE,SANTA CLARA,SANTA CLARA,CA,CA,37.335545,-121.89877,37.346241,-121.9846
376,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,"AMERICAN TECHNOLOGY CONSULTING, LLC",IT BUSINESS ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,0,1,61000,60195,Y,Year,2016,Y,CLIVE,DES MOINES,POLK,IA,IA,41.60787,-93.78093,41.587839,-93.627368
377,CERTIFIED,27-09-2016,03-10-2016,H-1B,02-10-2019,VALIANTICA INC,SR. DOT NET DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,1,0,0,0,48.72,47.49,Y,Hour,2016,Y,SAN JOSE,LACEY,THURSTON,CA,WA,37.307742,-121.99976,47.027082,-122.80359
378,CERTIFIED,27-09-2016,03-10-2016,H-1B,15-03-2020,TRANSUNION LLC,"ARCHITECT - IT, APPLICATION DEVELOPMENT & DESIGN","SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,95306,95306,Y,Year,2016,N,CHICAGO,ATLANTA,FULTON,IL,GA,41.882082,-87.64461,33.849853,-84.3606
379,CERTIFIED,27-09-2016,03-10-2016,E-3 Australian,24-02-2019,DELOITTE CONSULTING LLP,SPECIALIST MASTER,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",15,0,0,15,0,0,0,117000,116459,Y,Year,2016,U,PHILADELPHIA,SEATTLE,KING,PA,WA,39.952162,-75.17406,47.60252,-122.32855
380,CERTIFIED,27-09-2016,03-10-2016,E-3 Australian,28-02-2019,HALLMARK GLOBAL TECHNOLOGIES INC,PROGRAMMER ANALYST,COMPUTER PROGRAMMERS,1,0,1,0,0,0,0,90000,74277,Y,Year,2016,U,HAUPPAUGE,WINDSOR MILL,BALTIMORE,NY,MD,40.819266,-73.20967,39.338156,-76.76438
381,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,APTIVA CORP,PROGRAMMER ANALYST,COMPUTER PROGRAMMERS,1,1,0,0,0,0,0,68000,67974,Y,Year,2016,Y,NORTH BRUNSWICK,SAN FRANCISCO,SAN FRANCISCO,NJ,CA,40.453131,-74.48287,37.791728,-122.4019
382,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,EMC CORPORATION,SENIOR CONSULTANT,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,0,1,83500,78957,Y,Year,2016,N,HOPKINTON,DALLAS,DALLAS,MA,TX,42.220447,-71.53418,32.946069,-96.794496
383,CERTIFIED,27-09-2016,03-10-2016,H-1B,20-10-2018,"GOVERNMENT SYSTEMS TECHNOLOGIES, INC.",PROGRAMMER ANALYST,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,0,1,70678,70678,Y,Year,2016,N,DOVER,MARLBOROUGH,MIDDLESEX,NJ,MA,40.889166,-74.55462,42.350909,-71.54753
384,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,AKHSAYA INC,PROGRAMMER ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,1,0,74443,63315,Y,Year,2016,Y,HERNDON,HERNDON,FAIRFAX,VA,CA,38.931479,-77.40085,38.931479,-77.40085
385,CERTIFIED,27-09-2016,03-10-2016,H-1B,04-10-2019,"BAYSTATE MEDICAL PRACTICES, INC.",HOSPITALIST,"INTERNISTS, GENERAL",1,0,0,0,0,0,1,200000,152776,Y,Year,2016,N,SPRINGFIELD,SPRINGFIELD,HAMPDEN,MA,MA,42.119943,-72.604983,42.119943,-72.604983
386,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,DELOITTE CONSULTING LLP,CONSULTANT,COMPUTER SYSTEMS ANALYSTS,15,0,0,0,0,0,15,82000,59779,Y,Year,2016,N,PHILADELPHIA,CHICAGO,COOK,PA,IL,39.952162,-75.17406,41.886456,-87.62325
387,CERTIFIED,27-09-2016,03-10-2016,H-1B,17-10-2019,"BECTON, DICKINSON AND COMPANY",MACHINE DESIGNER,MECHANICAL ENGINEERS,1,0,0,0,0,1,0,68500,61818,Y,Year,2016,N,FRANKLIN LAKES,COLUMBUS,PLATTE,NJ,NE,41.010433,-74.20847,41.437838,-97.37192
388,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,"NEOAGE SERVICES, LLC",PROGRAMMER ANALYST,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,0,1,93000,91000,Y,Year,2016,Y,HOUSTON,LITTLE ROCK,PULASKI,TX,AR,29.839155,-95.66391,34.745692,-92.27987
389,CERTIFIED,27-09-2016,03-10-2016,H-1B,31-08-2019,JEAN MARTIN INC,COMPUTER SPECIALIST,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,0,0,0,0,1,71781,71781,Y,Year,2016,Y,NEW YORK,PARAMUS,BERGEN,NY,NJ,40.75557,-73.978877,40.947107,-74.07047
390,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,MKIT SOLUTIONS INC,PROGRAMMER ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,1,0,67642,61069,Y,Year,2016,N,CARY,CARY,WAKE,NC,WA,35.797692,-78.625265,35.797692,-78.625265
391,CERTIFIED,27-09-2016,03-10-2016,H-1B,07-02-2020,"OFFICE DEPOT, INC.",LEAD SYSTEMS ENGINEER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,93766,93766,Y,Year,2016,N,BOCA RATON,BOCA RATON,PALM BEACH,FL,FL,26.404353,-80.1627,26.404353,-80.1627
392,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,DELOITTE CONSULTING LLP,CONSULTANT,COMPUTER SYSTEMS ANALYSTS,15,0,0,0,0,0,15,82000,64501,Y,Year,2016,N,PHILADELPHIA,MINNEAPOLIS,HENNEPIN,PA,MN,39.952162,-75.17406,44.975565,-93.27053
393,CERTIFIED,27-09-2016,03-10-2016,H-1B,05-10-2019,INTERGRO RESOURCES INC,PHYSICAL THERAPIST,PHYSICAL THERAPISTS,1,0,0,0,0,1,0,75442,75442,Y,Year,2016,N,SANTA ANA,BAKERSFIELD,KERN,CA,CA,33.765916,-117.88139,35.340759,-119.06497
394,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,VYZER SOLUTIONS INC,SYSTEMS ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,0,1,63000,62754,Y,Year,2016,Y,RICHARDSON,RICHARDSON,COLLIN,TX,TX,32.993405,-96.65901,32.993405,-96.65901
395,CERTIFIED,27-09-2016,03-10-2016,H-1B,16-10-2019,XORIANT CORPORATION,TECHNICAL LEAD,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,75000,70221,Y,Year,2016,Y,SUNNYVALE,EDISON,NEW JERSEY,CA,NJ,37.406289,-122.00838,40.529355,-74.33844
396,CERTIFIED,27-09-2016,03-10-2016,H-1B,04-10-2019,"BAYSTATE MEDICAL PRACTICES, INC.",HOSPITALIST,"INTERNISTS, GENERAL",1,0,0,0,0,0,1,200000,152776,Y,Year,2016,N,SPRINGFIELD,SPRINGFIELD,HAMPDEN,MA,MA,42.119943,-72.604983,42.119943,-72.604983
397,CERTIFIED,27-09-2016,03-10-2016,H-1B,10-10-2019,UST GLOBAL INC.,SENIOR SOFTWARE DEVELOPER,COMPUTER PROGRAMMERS,1,0,0,0,0,0,1,60000,52998,Y,Year,2016,Y,ALISO VIEJO,BENTONVILLE,BENTON,CA,AR,33.581533,-117.72474,36.362525,-94.23308
398,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,CYBERTHINK INC,DATABASE ADMINISTRATOR,DATABASE ADMINISTRATORS,1,0,0,0,0,0,1,74000,73986,Y,Year,2016,Y,BRIDGEWATER,WOONSOCKET,PROVIDENCE,NJ,RI,40.588097,-74.62253,42.001731,-71.50722
399,CERTIFIED,27-09-2016,03-10-2016,H-1B,05-11-2018,"HEALTH SERVICES OF CENTRAL GEORGIA, INC.",PULMONARY/CRITICAL CARE PHYSICIAN,"INTERNISTS, GENERAL",1,0,0,0,0,1,0,371000,268258,Y,Year,2016,N,MACON,MACON,BIBB,GA,GA,32.830839,-83.63529,32.830839,-83.63529
400,CERTIFIED,27-09-2016,03-10-2016,H-1B,20-10-2019,THE UNIVERSITY OF TEXAS AT ARLINGTON,POST-DOCTORAL FELLOW,BIOCHEMISTS AND BIOPHYSICISTS,1,1,0,0,0,0,0,43692,40602,Y,Year,2016,N,ARLINGTON,ARLINGTON,TARRANT,TX,TX,32.771419,-97.291484,32.771419,-97.291484
401,CERTIFIED,27-09-2016,03-10-2016,H-1B,04-10-2019,"ADECCO USA, INC.",DEVELOPMENT ENGINEER SR. I,BIOMEDICAL ENGINEERS,1,0,0,0,0,1,0,34.93,34.93,Y,Hour,2016,N,JACKSONVILLE,WARSAW,KOSCIUSKO,FL,IN,30.206922,-81.54604,41.2281,-85.85778
402,CERTIFIED,27-09-2016,03-10-2016,H-1B,09-10-2019,"GOLDEN STAR TECHNOLOGIES, INC.",PROJECT MANAGEMENT ANALYST,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",1,0,0,0,0,1,0,20.51,20.51,Y,Hour,2016,N,CERRITOS,CERRITOS,LOS ANGELES,CA,CA,33.868314,-118.06754,33.868314,-118.06754
403,CERTIFIED,27-09-2016,03-10-2016,H-1B,21-09-2019,TATA CONSULTANCY SERVICES LIMITED,DEVELOPER USER INTERFACE,WEB DEVELOPERS,1,0,0,0,0,0,1,60700,45115,Y,Year,2016,Y,ROCKVILLE,LOUISVILLE,JEFFERSON,MD,KY,39.093408,-77.1718,38.252854,-85.75137
404,CERTIFIED,27-09-2016,03-10-2016,H-1B,28-09-2019,LINKEDIN CORPORATION,OPERATIONS & ANALYTICS MANAGER,OPERATIONS RESEARCH ANALYSTS,1,0,0,0,0,0,1,114750,101026,Y,Year,2016,N,MOUNTAIN VIEW,SAN FRANCISCO,SAN FRANCISCO,CA,CA,37.40679,-122.07461,37.789228,-122.3957
405,CERTIFIED,27-09-2016,03-10-2016,H-1B,07-01-2020,"CITIBANK, N.A.",WEB INFO ARCHITECT/DESIGNER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,1,0,0,0,79602,79602,Y,Year,2016,N,NEW YORK,JACKSONVILLE,DUVAL,NY,FL,40.706019,-74.00858,30.148209,-81.56882
406,CERTIFIED,27-09-2016,03-10-2016,H-1B,29-12-2019,TATA CONSULTANCY SERVICES LIMITED,DEVELOPER,COMPUTER PROGRAMMERS,1,0,1,0,0,0,0,67891,67891,Y,Year,2016,Y,ROCKVILLE,IRVING,DALLAS,MD,TX,39.093408,-77.1718,32.876474,-96.94129
407,CERTIFIED,27-09-2016,03-10-2016,H-1B,17-01-2020,STARTAPP INC.,DIRECTOR OF BUSINESS DEVELOPMENT,MARKETING MANAGERS,1,0,1,0,0,0,0,160000,158392,Y,Year,2016,N,NEW YORK,NEW YORK,NEW YORK,NY,NY,40.72596,-73.99834,40.72596,-73.99834
408,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,"HEALTHCORE, INC.",IT QUALITY CONTROL ANALYST SENIOR,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,0,0,0,0,1,80500,80500,Y,Year,2016,N,WILMINGTON,ALEXANDRIA,ALEXANDRIA CITY,DE,VA,39.738563,-75.54833,38.837312,-77.12064
409,CERTIFIED,27-09-2016,03-10-2016,H-1B,24-03-2020,ERICSSON INC.,PROJECT MANAGER,MANAGEMENT ANALYSTS,1,0,1,0,0,0,0,73674,73674,Y,Year,2016,N,PLANO,PLANO,COLLIN,TX,TX,33.07707,-96.79859,33.07707,-96.79859
410,CERTIFIED,27-09-2016,03-10-2016,H-1B,06-10-2019,GOOGLE INC.,SOFTWARE ENGINEER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,120000,106101,Y,Year,2016,N,MOUNTAIN VIEW,KIRKLAND,KING,CA,WA,37.40679,-122.07461,47.67903,-122.1934
411,CERTIFIED,27-09-2016,03-10-2016,H-1B,15-01-2020,THE OHIO STATE UNIVERSITY,ASSISTANT PROFESSOR-CLINICAL,"MATHEMATICAL SCIENCE TEACHERS, POSTSECONDARY",1,1,0,0,0,0,0,75000,51850,Y,Year,2016,N,COLUMBUS,COLUMBUS,FRANKLIN,OH,OH,40.003681,-83.02148,40.003681,-83.02148
412,CERTIFIED,27-09-2016,03-10-2016,H-1B,24-10-2019,"FACEBOOK, INC.",DATA SCIENTIST,OPERATIONS RESEARCH ANALYSTS,1,0,0,0,0,1,0,165000,143192,Y,Year,2016,Y,MENLO PARK,MENLO PARK,SAN MATEO,CA,CA,37.451688,-122.18385,37.451688,-122.18385
413,CERTIFIED,27-09-2016,03-10-2016,H-1B,31-12-2019,"OAKLEY, INC.",IT DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,1,0,0,0,118849,95306,Y,Year,2016,N,FOOTHILL RANCH,MCDONOUGH,HENRY,CA,GA,33.685479,-117.6669,33.455031,-84.17215
414,CERTIFIED,27-09-2016,03-10-2016,H-1B,05-10-2019,ERNST & YOUNG U.S. LLP,ADVISORY SENIOR,MANAGEMENT ANALYSTS,1,0,0,0,0,0,1,85022,74547,Y,Year,2016,N,SECAUCUS,DETROIT,WAYNE,NJ,MI,40.7885,-74.06,42.368137,-82.99314
415,CERTIFIED,27-09-2016,03-10-2016,H-1B,05-10-2019,ERNST & YOUNG U.S. LLP,ADVISORY SENIOR,MANAGEMENT ANALYSTS,1,0,0,0,0,0,1,85022,82826,Y,Year,2016,N,SECAUCUS,HOUSTON,HARRIS,NJ,TX,40.7885,-74.06,29.754728,-95.36216
416,CERTIFIED,27-09-2016,03-10-2016,E-3 Australian,01-11-2018,KELLY WEARSTLER FASHION LLLP,PR ASSOCIATE,PUBLIC RELATIONS SPECIALISTS,1,1,0,0,0,0,0,60000,54101,Y,Year,2016,U,LOS ANGELES,LOS ANGELES,LOS ANGELES,CA,CA,34.090975,-118.3813,34.090975,-118.3813
417,CERTIFIED,27-09-2016,03-10-2016,E-3 Australian,06-10-2018,"VIRGIN PULSE, INC.",EVENT MANAGER,"MEETING, CONVENTION, AND EVENT PLANNERS",1,0,0,0,0,1,0,90176.5,78021,Y,Year,2016,U,FRAMINGHAM,NEW YORK,NEW YORK,MA,NY,42.318695,-71.42344,40.750742,-73.99653
418,CERTIFIED,27-09-2016,03-10-2016,H-1B,02-10-2019,DELL MARKETING L.P.,TESTING ENGINEERING SENIOR ANALYST,COMPUTER SYSTEMS ANALYSTS,1,1,0,0,0,0,0,67500,61506,Y,Year,2016,N,ROUND ROCK,MEMPHIS,SHELBY,TX,TN,30.656817,-97.602552,35.112929,-89.90389
419,CERTIFIED,27-09-2016,03-10-2016,H-1B,28-09-2019,ACCENTURE LLP,DATA SCIENCE SENIOR ANALYST,LOGISTICIANS,1,0,0,0,0,0,1,103604,67371,Y,Year,2016,N,CHICAGO,LEXINGTON,MIDDLESEX,IL,MA,41.886456,-87.62325,42.439295,-71.23553
420,CERTIFIED,27-09-2016,03-10-2016,H-1B,07-11-2019,NYU HOSPITALS CENTER,SOCIAL WORKER,MENTAL HEALTH AND SUBSTANCE ABUSE SOCIAL WORKERS,1,0,1,0,0,0,0,67185.85,67185.85,Y,Year,2016,N,NEW YORK,BROOKLYN,KINGS,NY,NY,40.74618,-73.97759,40.641436,-74.01574
421,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,INTEL CORPORATION,FIRMWARE ENGINEER,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",1,0,0,0,0,1,0,80911,80911,Y,Year,2016,N,SANTA CLARA,LONGMONT,BOULDER,CA,CO,37.39324,-121.96066,40.171484,-105.10033
422,CERTIFIED,27-09-2016,03-10-2016,H-1B,05-10-2019,"FIRST TENNESSEE BANK, N.A.",ATM COBOL DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,110000,95805,Y,Year,2016,N,MEMPHIS,MEMPHIS,SHELBY,TN,TN,35.146131,-90.0534,35.146131,-90.0534
423,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,"MARLABS, INC.",PROGRAMMER/ANALYST,COMPUTER PROGRAMMERS,1,0,1,0,0,0,0,68100,68037,Y,Year,2016,Y,PISCATAWAY,RADNOR,DELAWARE COUNTY,NJ,PA,40.555355,-74.46094,40.058808,-75.40069
424,CERTIFIED,27-09-2016,03-10-2016,H-1B,06-11-2019,DELOITTE CONSULTING LLP,SENIOR CONSULTANT,MANAGEMENT ANALYSTS,15,0,15,0,0,0,0,83000,77126,Y,Year,2016,N,PHILADELPHIA,PHILADELPHIA,PHILADELPHIA,PA,PA,39.952162,-75.17406,39.952162,-75.17406
425,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,SUREIT SOLUTIONS INC.,COMPUTER PROGRAMMER,COMPUTER PROGRAMMERS,1,0,0,1,0,0,0,67018,67018,Y,Year,2016,Y,CHANDLER,PHOENIX,MARICOPA,AZ,AZ,33.239097,-111.86355,33.698731,-112.11429
426,CERTIFIED,27-09-2016,03-10-2016,H-1B,01-03-2020,JPMORGAN CHASE & CO.,"EXECUTIVE DIRECTOR, IR&C PROJECT DELIVERY",COMPUTER AND INFORMATION SYSTEMS MANAGERS,1,0,1,0,0,0,0,149000,133037,Y,Year,2016,N,CHICAGO,COLUMBUS,DELAWARE,IL,OH,41.880446,-87.63014,40.146873,-82.98178
427,CERTIFIED,27-09-2016,03-10-2016,H-1B,01-10-2019,MYTHRI CONSULTING LLC,PROGRAMMER ANALYST,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,0,1,80870,68827,Y,Year,2016,N,PLANO,PLANO,COLLIN,TX,TX,33.024721,-96.74038,33.024721,-96.74038
428,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,ERNST & YOUNG U.S. LLP,ADVISORY MANAGER,"TRANSPORTATION, STORAGE, AND DISTRIBUTION MANAGERS",1,0,0,1,0,0,0,144480,97365,Y,Year,2016,N,SECAUCUS,DEARBORN,WAYNE,NJ,MI,40.7885,-74.06,42.306288,-83.15863
429,CERTIFIED,27-09-2016,03-10-2016,H-1B,04-10-2019,ERNST & YOUNG U.S. LLP,TRANSACTION ADVISORY SERVICES SENIOR,OPERATIONS RESEARCH ANALYSTS,1,0,0,0,0,0,1,140000,82139,Y,Year,2016,N,SECAUCUS,NEW YORK,NEW YORK,NJ,NY,40.7885,-74.06,40.759511,-73.99019
430,CERTIFIED,27-09-2016,03-10-2016,H-1B,04-10-2019,ERNST & YOUNG U.S. LLP,TRANSACTION ADVISORY SERVICES SENIOR,OPERATIONS RESEARCH ANALYSTS,1,0,0,0,0,0,1,140000,69763,Y,Year,2016,N,SECAUCUS,CHICAGO,COOK,NJ,IL,40.7885,-74.06,41.882582,-87.6376
431,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,ERNST & YOUNG U.S. LLP,ADVISORY SENIOR MANAGER,MANAGEMENT ANALYSTS,1,0,0,0,0,0,1,203435,119683,Y,Year,2016,N,SECAUCUS,LOS ANGELES,LOS ANGELES,NJ,CA,40.7885,-74.06,34.052561,-118.26434
432,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-06-2018,OMOHUNDRO INSTITUTE FOR EARLY AMERICAN HISTORY AND CULTURE,VISITING OIEAHC FELLOW,"HISTORY TEACHERS, POSTSECONDARY",1,1,0,0,0,0,0,50400,37150,Y,Year,2016,N,WILLIAMSBURG,WILLIAMSBURG,WILLIAMSBURG CITY,VA,VA,37.310451,-76.746769,37.256301,-76.70024
433,CERTIFIED,27-09-2016,03-10-2016,H-1B,01-11-2019,CONFIMINDS LLC,PROGRAMMER ANALYST,COMPUTER PROGRAMMERS,1,0,1,0,0,0,0,84100,84053,Y,Year,2016,Y,HERNDON,BRIGHTON,SUFFOLK,VA,MA,38.931479,-77.40085,42.348418,-71.15349
434,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,E-DATA EXPERTS INC,COMPUTER SYSTEMS ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,1,0,0,0,0,76000,74963,Y,Year,2016,Y,MECHANICSBURG,PHILADELPHIA,PHILADELPHIA,PA,PA,40.249543,-77.002296,39.952162,-75.17406
435,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-10-2017,SAGARSOFT INC,QUALITY ASSURANCE ANALYST / TESTER,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,0,1,41,24.23,Y,Hour,2016,Y,GLASTONBURY,EAST LANSING,INGHAM,CT,MI,41.707932,-72.57085,42.747922,-84.47143
436,CERTIFIED,27-09-2016,03-10-2016,H-1B,04-01-2020,"AMERICA'S COLLECTIBLES NETWORK, INC.",SENIOR SOFTWARE ENGINEER MTSIIIA,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,98000,95098,Y,Year,2016,N,KNOXVILLE,KNOXVILLE,KNOX,TN,TN,35.875925,-84.12608,35.875925,-84.12608
437,CERTIFIED,27-09-2016,03-10-2016,H-1B,10-10-2019,"INITECH GLOBAL, LLC",SENIOR SYSTEMS ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,1,0,75000,67870,Y,Year,2016,Y,GRAND RAPIDS,ADA,KENT,MO,MI,42.927801,-85.54582,43.031413,-85.550267
438,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,"TRW AUTOMOTIVE, INC.",ENGINEERING SENIOR SUPERVISOR,MECHANICAL ENGINEERS,1,0,1,0,0,0,0,117832,81203,Y,Year,2016,N,LIVONIA,LIVONIA,WAYNE,MI,MI,42.365936,-83.36513,42.365936,-83.36513
439,CERTIFIED,27-09-2016,03-10-2016,H-1B,08-01-2017,ECOM CONSULTING INC,MANAGEMENT ANALYST - AGILE/SCRUM,MANAGEMENT ANALYSTS,1,0,0,0,0,0,1,66336,66331,Y,Year,2016,Y,PLANO,RESTON,FAIRFAX,TX,VA,33.024721,-96.74038,38.934709,-77.3469
440,CERTIFIED,27-09-2016,03-10-2016,H-1B,09-01-2020,CIMAREX ENERGY CO.,PETROPHYSICIST,"GEOSCIENTISTS, EXCEPT HYDROLOGISTS AND GEOGRAPHERS",1,0,1,0,0,0,0,139000,117915,Y,Year,2016,N,DENVER,TULSA,TULSA,CO,OK,39.731286,-104.98306,36.156892,-95.99508
441,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,"SILVERXIS, INC",QA AUTOMATION ENGINEER,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,0,0,0,0,1,61000,51189,Y,Year,2016,Y,IRVING,ATLANTA,FULTON,TX,GA,32.916865,-96.97349,33.849853,-84.3606
442,CERTIFIED,27-09-2016,03-10-2016,H-1B,28-09-2019,INCYTE CORPORATION,DRUG SAFETY ASSOCIATE/SPECIALIST,CHEMISTS,1,0,0,0,0,1,0,95000,53123,Y,Year,2016,N,WILMINGTON,CHADDS FORD,DELWARE,DE,PA,39.793962,-75.53401,39.851803,-75.5961
443,CERTIFIED,27-09-2016,03-10-2016,H-1B,01-10-2019,HITACHI CONSULTING CORPORATION,SENIOR BUSINESS ANALYST,COMPUTER SYSTEMS ANALYSTS,1,1,0,0,0,0,0,78957,78957,Y,Year,2016,N,DALLAS,DALLAS,DALLAS,TX,TX,32.946069,-96.794496,32.946069,-96.794496
444,CERTIFIED,27-09-2016,03-10-2016,H-1B,15-03-2020,"PROFICIENT BUSINESS SYSTEMS, INC.",DATABASE ADMINISTRATOR,DATABASE ADMINISTRATORS,1,0,1,0,0,0,0,81578,81578,Y,Year,2016,Y,DULUTH,DENVER,DENVER,GA,CO,33.979401,-84.15118,39.731286,-104.98306
445,CERTIFIED,27-09-2016,03-10-2016,H-1B,17-10-2019,"SCD DENTAL, P.C.",DENTIST (MANAGING CLINICAL DIRECTOR),"DENTISTS, GENERAL",1,0,0,0,0,1,0,169000,119579,Y,Year,2016,N,EAST SYRACUSE,OKLAHOMA CITY,OKLAHOMA,NY,OK,43.074266,-76.05538,35.515008,-97.53106
446,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-11-2019,UNIVERSITY PEDIATRICIANS,PHYSICIAN PEDIATRICIAN,"PEDIATRICIANS, GENERAL",10,0,3,0,3,4,0,69.62,69.62,N,Hour,2016,N,DETROIT,DETROIT,WAYNE,MI,MI,42.343787,-83.05879,42.343787,-83.05879
447,CERTIFIED,27-09-2016,03-10-2016,E-3 Australian,28-03-2019,BROKEN HILL PROPRIETARY (USA) INC.,PRINCIPAL GEOPHYSICIST,"GEOSCIENTISTS, EXCEPT HYDROLOGISTS AND GEOGRAPHERS",1,0,1,0,0,0,0,200658,200658,Y,Year,2016,U,HOUSTON,HOUSTON,HARRIS,TX,TX,29.747328,-95.46931,29.747328,-95.46931
